When should I use Managed Spot Training?,"Managed Spot Training is ideal when you have flexibility with your training runs and when you want to minimize the cost of your training jobs. With Managed Spot Training, you can reduce the cost of training your machine learning models by up to 90%."
How does Managed Spot Training work?,"Managed Spot Training uses Amazon EC2 Spot instances for training, and these instances can be pre-empted when AWS needs capacity. As a result, Managed Spot Training jobs can run in small increments as and when capacity becomes available. The training jobs need not be restarted from scratch when there is an interruption as Amazon SageMaker can resume the training jobs using the latest model checkpoint. The built-in frameworks and the built-in computer vision algorithms with SageMaker enable periodic checkpoints, and you can enable checkpoints with custom models."
Do I need to periodically checkpoint with Managed Spot Training?,"We recommend periodic checkpoints as a general best practice for long running training jobs. This prevents your Managed Spot Training jobs from restarting if capacity is pre-empted. When you enable checkpoints, Amazon SageMaker resumes your Managed Spot Training jobs from the last checkpoint."
How do you calculate the cost savings with Managed Spot Training jobs?,"Once a Managed Spot Training job is completed, you can see the savings in the AWS management console and also calculate the cost savings as the percentage difference between the duration for which the training job ran and the duration for which you were billed. Regardless of how many times your Managed Spot Training jobs are interrupted, you are charged only once for the duration for which the data was downloaded."
Which instances can I use with Managed Spot Training?,Managed Spot Training can be used with all instances supported in Amazon SageMaker.
Which AWS regions are supported with Managed Spot Training?,Managed Spot Training is supported on all AWS regions where Amazon SageMaker is currently available.
Are there limits to the size of the dataset I can use for training?,There are no fixed limits to the size of the dataset you can use for training models with Amazon SageMaker.
What data sources can I easily pull into Amazon SageMaker?,You can specify the Amazon S3 location of your training data as part of creating a training job.
What algorithms does Amazon SageMaker use to generate models?,"Amazon SageMaker includes built-in algorithms for linear regression, logistic regression, k-means clustering, principal component analysis, factorization machines, neural topic modeling, latent dirichlet allocation, gradient boosted trees, sequence2sequence, time series forecasting, word2vec, and image classification. SageMaker also provides optimized Apache MXNet, Tensorflow, Chainer, PyTorch, Gluon, Keras, Horovod, Scikit-learn, and Deep Graph Library containers. In addition, Amazon SageMaker supports your custom training algorithms provided through a Docker image adhering to the documented specification."
What is Automatic Model Tuning?,Most machine learning algorithms expose a variety of parameters that control how the underlying algorithm operates. Those parameters are generally referred to as hyperparameters and their values affect the quality of the trained models. Automatic model tuning is the process of finding a set of hyperparameters for an algorithm that can yield an optimal model.
What models can be tuned with Automatic Model Tuning?,"You can run automatic model tuning in Amazon SageMaker on top of any algorithm as long as it?s scientifically feasible, including built-in SageMaker algorithms, deep neural networks, or arbitrary algorithms you bring to SageMaker in the form of Docker images."
Can I use Automatic Model Tuning outside of Amazon SageMaker?,Not at this time. The best model tuning performance and experience is within Amazon SageMaker.
What is the underlying tuning algorithm?,"Currently, our algorithm for tuning hyperparameters is a customized implementation of Bayesian Optimization. It aims to optimize a customer specified objective metric throughout the tuning process. Specifically, it checks the object metric of completed training jobs, and leverages the knowledge to infer the hyperparameter combination for the next training job."
Will you recommend specific hyperparameters for tuning?,"No. How certain hyperparameters impact the model performance depends on various factors and it is hard to definitively say one hyperparameter is more important than the others and thus needs to be tuned. For built-in algorithms within Amazon SageMaker, we do call out whether or not a hyperparameter is tunable."
How long does a hyperparameter tuning job take?,"The length of time for a hyperparameter tuning job depends on multiple factors including the size of the data, the underlying algorithm, and the values of the hyperparameters. Additionally, customers can choose the number of simultaneous training jobs and total number of training jobs. All these choices affect how long a hyperparameter tuning job can last"
Can I optimize multiple objectives simultaneously like a model to be both fast and accurate?,"Not at this time. Right now, you need to specify a single objective metric to optimize or change your algorithm code to emit a new metric, which is a weighted average between two or more useful metrics, and have the tuning process optimize towards that objective metric."
How much does Automatic Model Tuning cost?,"There is no charge for a hyperparameter tuning job itself. You will be charged by the training jobs that are launched by the hyperparameter tuning job, based on model training pricing."
How do I decide to use Amazon SageMaker Autopilot or Automatic Model Tuning?,"Amazon SageMaker Autopilot automates everything in a typical machine learning workflow, including feature preprocessing, algorithm selection, and hyperparameter tuning, while specifically focusing on classification and regression use cases. Automatic Model Tuning, on the other hand, is designed to tune any model, no matter whether it is based on built-in algorithms, deep learning frameworks, or custom containers. In exchange for the flexibility, you have to manually pick the specific algorithm, determine the hyperparameters to tune, and corresponding search ranges."
What is reinforcement learning?,Reinforcement learning is a machine learning technique that enables an agent to learn in an interactive environment by trial and error using feedback from its own actions and experiences.
Can I train reinforcement learning models in Amazon SageMaker?,"Yes, you can train reinforcement learning models in Amazon SageMaker in addition to supervised and unsupervised learning models."
How is reinforcement learning different from supervised learning?,"Though both supervised and reinforcement learning use mapping between input and output, unlike supervised learning where the feedback provided to the agent is correct set of actions for performing a task, reinforcement learning uses a delayed feedback where reward signals are optimized to ensure a long-term goal through a sequence of actions."
When should I use reinforcement learning?,"While the goal of supervised learning techniques is to find the right answer based on the patterns in the training data, the goal of unsupervised learning techniques is to find similarities and differences between data points. In contrast, the goal of reinforcement learning techniques is to learn how to achieve a desired outcome even when it is not clear how to accomplish that outcome. As a result, RL is more suited to enabling intelligent applications where an agent can make autonomous decisions such as robotics, autonomous vehicles, HVAC, industrial control, and more."
What type of environments can I use for training reinforcement learning models?,"Amazon SageMaker RL supports a number of different environments for training reinforcement learning models. You can use AWS services such as AWS RoboMaker, open source environments or custom environments developed using Open AI Gym interfaces, or commercial simulation environments such as MATLAB and SimuLink."
Do I need to write my own RL agent algorithms to train reinforcement learning models?,"No, Amazon SageMaker RL includes RL toolkits such as Coach and Ray RLLib that offer implementations of RL agent algorithms such as DQN, PPO, A3C, and many more."
Can I bring my own RL libraries and algorithm implementation and run in Amazon SageMaker RL?,"Yes, you can bring your own RL libraries and algorithm implementations in Docker Containers and run those in Amazon SageMaker RL."
Can I do distributed rollouts using Amazon SageMaker RL?,Yes. You can even select a heterogeneous cluster where the training can run on a GPU instance and the simulations can run on multiple CPU instances.
What is Amazon SageMaker Model Monitor?,"Amazon SageMaker Model Monitor allows developers to detect and remediate concept drift. SageMaker Model Monitor automatically detects concept drift in deployed models and provides detailed alerts that help identify the source of the problem. All models trained in SageMaker automatically emit key metrics that can be collected and viewed in SageMaker Studio. From inside SageMaker Studio you can configure data to be collected, how to view it, and when to receive alerts."
Can I access the infrastructure that Amazon SageMaker runs on?,"No. Amazon SageMaker operates the compute infrastructure on your behalf, allowing it to perform health checks, apply security patches, and do other routine maintenance. You can also deploy the model artifacts from training with custom inference code in your own hosting environment."
How do I scale the size and performance of an Amazon SageMaker model once in production?,"Amazon SageMaker hosting automatically scales to the performance needed for your application using Application Auto Scaling. In addition, you can manually change the instance number and type without incurring downtime through modifying the endpoint configuration."
How do I monitor my Amazon SageMaker production environment?,"Amazon SageMaker emits performance metrics to Amazon CloudWatch Metrics so you can track metrics, set alarms, and automatically react to changes in production traffic. In addition, Amazon SageMaker writes logs to Amazon Cloudwatch Logs to let you monitor and troubleshoot your production environment."
What kinds of models can be hosted with Amazon SageMaker?,Amazon SageMaker can host any model that adheres to the documented specification for inference Docker images. This includes models created from Amazon SageMaker model artifacts and inference code.
How many concurrent real-time API requests does Amazon SageMaker support?,Amazon SageMaker is designed to scale to a large number of transactions per second. The precise number varies based on the deployed model and the number and type of instances to which the model is deployed.
What is Batch Transform?,"Batch Transform enables you to run predictions on large or small batch data. There is no need to break down the data set into multiple chunks or managing real-time endpoints. With a simple API, you can request predictions for a large number of data records and transform the data quickly and easily"
What is Amazon SageMaker Neo?,Amazon SageMaker Neo enables machine learning models to train once and run anywhere in the cloud and at the edge. SageMaker Neo automatically optimizes models built with popular deep learning frameworks that can be used to deploy on multiple hardware platforms. Optimized models run up to two times faster and consume less than a tenth of the resources of typical machine learning models.
How do I get started with Amazon SageMaker Neo?,"To get started with Amazon SageMaker Neo, you log into the Amazon SageMaker console, choose a trained model, follow the example to compile models, and deploy the resulting model onto your target hardware platform."
What are the major components of Amazon SageMaker Neo?,"Amazon SageMaker Neo contains two major components ? a compiler and a runtime. First, the Neo compiler reads models exported by different frameworks. It then converts the framework-specific functions and operations into a framework-agnostic intermediate representation. Next, it performs a series of optimizations. Then, the compiler generates binary code for the optimized operations and writes them to a shared object library. The compiler also saves the model definition and parameters into separate files. During execution, the Neo runtime loads the artifacts generated by the compiler -- model definition, parameters, and the shared object library to run the model."
Do I need to use Amazon SageMaker to train my model in order to use Amazon SageMaker Neo to convert the model?,No. You can train models elsewhere and use Neo to optimize them for Amazon SageMaker ML instances or AWS IoT Greengrass supported devices.
Which models does Amazon SageMaker Neo support?,"Currently, Amazon SageMaker Neo supports the most popular deep learning models that power computer vision applications and the most popular decision tree models used in Amazon SageMaker today. Neo optimizes the performance of AlexNet, ResNet, VGG, Inception, MobileNet, SqueezeNet, and DenseNet models trained in MXNet and TensorFlow, and classification and random cut forest models trained in XGBoost."
Which platforms does Amazon SageMaker Neo support?,"Currently, Neo supports SageMaker ML.C5, ML.C4, ML.M5, ML.M4, ML.P3, and ML.P2 instances and AWS DeepLens, Raspberry Pi, and Jetson TX1 and TX2 devices, and Greengrass devices-based Intel? Atom and Intel? Xeon CPUs, ARM Cortex-A CPUs, and Nvidia Maxwell and Pascal GPUs."
Do I need to use a specific version of a framework that is supported on the target hardware?,No. Developers can run models using the Amazon SageMaker Neo container without dependencies on the framework.
How much does it cost to use Amazon SageMaker Neo?,You pay for the use of the Amazon SageMaker ML instance that runs inference using Amazon SageMaker Neo.
In which AWS regions is Amazon SageMaker Neo available?,"To see a list of support regions, view the AWS region table."
What is AWS DeepLens?,"AWS DeepLens is the world?s first deep-learning enabled video camera for developers of all skill levels to grow their machine learning skills through hands-on computer vision tutorials, example code, and pre-built models."
What is AWS DeepLens (2019 Edition)?,"The AWS DeepLens (2019 Edition) is available for customers in the USA, Canada, UK, Germany, France, Spain, Italy, and Japan. We've made improvements throughout the experience: devices are now easier to setup, allowing developers to get started with machine learning even more quickly; many ML models will run 2x faster on the device thanks to optimization with SageMaker Neo. In addition to the device improvements, new educational content is available to all console users to help making learning ML fun with AWS DeepLens. This includes guided instructions for building ML applications for interesting use cases like monitoring worker safety, performing sentiment analysis, and tracking how much coffee is being drunk in the office."
How is AWS DeepLens different from other video cameras in the market?,"AWS DeepLens is the world's first video camera optimized to run machine learning models and perform inference on the device. It comes with 6 sample projects at launch, that you can deploy to your AWS DeepLens in less than 10 minutes. You can run the sample projects as is, connect them with other AWS services, train a model in Amazon Sagemaker and deploy it to AWS DeepLens, or extend the functionality by triggering a lambda function when an action takes place. You can also apply more advanced analysis on the cloud using Amazon Rekognition. AWS DeepLens provides the building blocks for your machine learning needs."
What sample projects are available?,"There are 7 sample projects available. We will continue to launch practical and fun projects for developers to use and learn, based on user feedback. The 7 sample projects are: There are 7 sample projects available. We will continue to launch practical and fun projects for developers to use and learn, based on user feedback. The 7 sample projects are:

1. Object Detection

2. Hot Dog Not Hot Dog

3. Cat and Dog

4. Artistic Style Transfer

5. Activity Detection

6. Face Detection

7. Bird Classification"
What geographic regions is AWS DeepLens available?,"AWS DeepLens (2019 Edition) is available in the US, Germany, France, Italy, Spain, UK, Japan and Canada."
Does AWS DeepLens include Alexa?,"No, AWS DeepLens does not have Alexa or any far-field audio capabilities. However, AWS DeepLens has a 2D microphone array that is capable of running custom audio models, with additional programming required."
How can I get a AWS DeepLens?,"AWS DeepLens (2019 Edition) is now available for pre-order for developers in Canada, Europe, and Japan via the Amazon.ca, Amazon.de, Amazon.es, Amazon.fr, Amazon.it, Amazon.co.jp, and Amazon.co.uk websites."
In what regions will the AWS DeepLens console be available?,"AWS DeepLens will be available in us- east-1 (N.Virginia), eu-central-1 (Frankfurt) and ap-northeast-1 (Tokyo)."
What are the product specifications of the device?,"
    Intel Atom? Processor
    Gen9 graphics
    Ubuntu OS 16.04 LTS
    100 GFLOPS performance
    Dual band Wi-Fi
    8GB RAM
    16GB storage
    Expandable storage via microSD card
    4MP camera with MJPEG
    H.264 encoding at 1080p resolution
    2 USB ports
    Micro HDMI
    Audio out"
"Why do I have ""v1.1"" marked on the bottom of my device?","AWS DeepLens (2019 Edition) is marked with ?v1.1? on the bottom of the device. We have made significant improvements to the user experience, including onboarding, tutorials and additional sensor compatibility support such as depth sensor from Intel Real Sense.?The orginal AWS DeepLens cannot be upgraded to v1.1 via software updates. Some of the device modifications including the simplified onboarding were hardware changes."
What deep learning frameworks can I run on the device?,"AWS DeepLens (2019 Edition) is optimized for Apache MXNet, TensorFlow and Caffe.?"
What kind of performance can I expect with AWS DeepLens?,"Performance is measured on images inferred per second and latency. Different models will have varying inference per second. The baseline inference performance is 14 images/second on AlexNet, and 5 images/second on ResNet 50 for batch size of 1. The characteristics of the network that the DeepLens is connected to will determine the latency performance."
What MXNet network architecture layers does AWS DeepLens support?,"AWS DeepLens offers support for 20 different network architecture layers. The layers supported are:AWS DeepLens offers support for 20 different network architecture layers. The layers supported are:

    Activation
    BatchNorm
    Concat
    Convolution
    elemwise_add
    Pooling
    Flatten
    FullyConnected
    InputLayer
    UpSampling
    Reshape
    ScaleShift
    SoftmaxActivation
    SoftmaxOutput
    transpose
    _contrib_MultiBoxPrior
    _contrib_MultiBoxDetection
    _Plus
    Deconvolution
    _mul
"
What comes in the box and how do I get started?,"Inside the box, developers will find a Getting Started guide, the AWS DeepLens device, a region specific power cord and adapter, USB cable and a 32GB microSD card. Setup and configuration of the DeepLens device can be done in minutes using the AWS DeepLens console, and by configuring the device through a browser on your laptop or PC. There are three 10-Minute Tutorials designed to help guide you through getting started:

1. Create and Deploy a Project
2. Extend a Project
3. Build an AWS DeepLens Project with Amazon SageMaker"
Why is an USB port marked as registration?,"On AWS DeepLens (2019 Edition) the USB port marked as registration will be used during the onboarding process to register your AWS DeepLens to your AWS account. The USB port for registration is configured as a slave port. Hence, it cannot be used for keyboard or other master port setup. If you need more ports to connect, we recommend using a USB hub. "
Can I train my models on the device?,"No, AWS DeepLens is capable of running inference or predictions using trained models. You can train your models in Amazon SageMaker, a machine learning platform to train and host your models. AWS DeepLens offers a simple 1-click deploy feature to publish trained models from Amazon SageMaker."
What AWS services are integrated with AWS DeepLens?,"DeepLens is pre-configured for integration with AWS Greengrass, Amazon SageMaker and Amazon Kinesis Video Streams. You can integrate with many other AWS services, such as Amazon S3, Amazon Lambda, Amazon Dynamo, Amazon Rekognition using AWS DeepLens."
Can I SSH into AWS DeepLens?,"Yes, we have designed AWS DeepLens to be easy to use, yet accessible for advanced developers. You can SSH into the device using the command: ssh aws_cam@"
What programming languages are supported by AWS DeepLens?,You can define and run models on the camera data stream locally in Python 2.7.
Do I need to be connected to internet to run the models?,"No. You can run the models that you have deployed to AWS DeepLens without being connected to the internet. However, you need internet to deploy the model from the cloud to the device initially. After transferring your model, AWS DeepLens can perform inference on the device locally without requiring cloud connectivity. However, if you have components in your project that require interaction with cloud, you will need to have internet for those components."
Can I run my own custom models on AWS DeepLens?,"Yes. You can also create your own project from scratch, using the AWS SageMaker platform to prepare data and train a model using a hosted notebook, and then publish the trained model to your AWS DeepLens for testing and refinement. You can also import an externally-trained model into AWS DeepLens by specifying the S3 location for model architecture and network weights files."
"Why do I have ""v1.1"" marked on the bottom of my device?","AWS DeepLens (2019 Edition) is marked with ?v1.1? on the bottom of the device. We have made significant improvements to the user experience, including onboarding, tutorials and additional sensor compatibility support such as depth sensor from Intel Real Sense.?"
What is AWS DeepLens (2019 Edition)?,"The AWS DeepLens (2019 Edition) includes an optimized onboarding process that allows developers to get started with machine learning quickly, support for Intel? RealSense? depth sensor that allows you to build advanced machine learning models with higher accuracy by utilizing not just vision as the input parameter but also depth, and support for the Intel? Movidius? Neural Compute Stick for those who want faster computing speeds. The AWS DeepLens (2019 Edition) also comes with Amazon SageMaker Neo integration which lets customers train models once and run them with up to 2X improvement in performance. In addition to the device improvements, we have invested in new content to help making learning ML fun with AWS DeepLens. This includes guided instructions for building ML applications for interesting use cases such as worker safety, sentiment analysis, who drinks the most coffee, to name a few. All these enhancements are now available for customers in the USA, Canada, UK, Germany, France, Spain, Italy, Japan. "
What is Amazon Polly?,"Amazon Polly is a service that turns text into lifelike speech. Amazon Polly enables existing applications to speak as a first class feature and creates the opportunity for entirely new categories of speech-enabled products, from mobile apps and cars, to devices and appliances. Amazon Polly includes dozens of lifelike voices and support for multiple languages, so you can select the ideal voice and distribute your speech-enabled applications in many geographies. Amazon Polly is easy to use ? you just send the text you want converted into speech to the Amazon Polly API, and Amazon Polly immediately returns the audio stream to your application so you can play it directly or store it in a standard audio file format, such as MP3. Amazon Polly supports Speech Synthesis Markup Language (SSML) tags like prosody so you can adjust the speech rate, pitch, or volume. Amazon Polly is a secure service that delivers all of these benefits at high scale and at low latency. You can cache and replay Amazon Polly?s generated speech at no additional cost. Amazon Polly lets you convert millions of characters per month for free during the first year, upon sign-up. Amazon Polly?s pay-as-you-go pricing, low cost per request, and lack of restrictions on storage and reuse of voice output make it a cost-effective way to enable speech synthesis everywhere."
Why should I use Amazon Polly?,"You can use Amazon Polly to power your application with high-quality spoken output. This cost-effective service has very low response times, and is available for virtually any use case, with no restrictions on storing and reusing generated speech"
What features are available?,"You can control various aspects of speech such as pronunciation, volume, pitch, speech rate, etc. using standardized Speech Synthesis Markup Language (SSML). You can synthesize speech for certain Neural voices using the Newscaster style, to make them sound like a TV or Radio newscaster. You can detect when specific words or sentences in the text are being spoken to the user based on the metadata included in the audio stream. This allows the developer to synchronize graphical highlighting and animations, such as the lip movements of an avatar, with the synthesized speech. You can modify the pronunciation of particular words, such as company names, acronyms, foreign words and neologisms, e.g. ?P!nk?, ?ROTFL?, ?C?est la vie? (when spoken in a non-French voice) using custom lexicons."
What are Speech Marks?,"Speech Marks are designed to complement the synthesized speech that is generated from the input text. Using this metadata alongside the synthesized speech audio stream, customers can provide their application with an enhanced visual experience such as speech-synchronized animation or karaoke-style highlighting. Amazon Polly generates Speech Marks using the following four elements:

    Sentence, which indicates a sentence element in the input text to be spoken;
    Word, which Indicates a word element in the text;
    Viseme, which describes the shape of the lips that corresponds to the sound that is spoken;
    SSML, which describes an SSML element used in the text.

Speech Marks are delivered in form of a JSON stream -- specifically, a set of standalone JSON objects delimited with new lines -- containing anywhere from one to all four of these elements, when using the synthesize-speech method with the speech-mark-types parameter. You can find more information in the Amazon Polly Developer Guide."
What are the most common use cases for this service?,"With Amazon Polly, you can bring your applications to life, by adding life-like speech capabilities. For example, in E-learning and education, you can build applications leveraging Amazon Polly?s Text-to-Speech (TTS) capability to help people with reading disabilities. Amazon Polly can be used to help the blind and visually impaired consume digital content (eBooks, news etc). Amazon Polly can be used in announcement systems in public transportation and industrial control systems for notifications and emergency announcements. There are a wide range of devices such as set-top boxes, smart watches, tablets, smartphones and IoT devices, which can leverage Amazon Polly for providing audio output. Amazon Polly can be used in telephony solutions to voice Interactive Voice Response systems. Applications such as quiz games, animations, avatars or narration generation are common use-cases for cloud-based TTS solution like Amazon Polly."
How does this product work with other AWS products?,"When combined with Amazon Lex, developers can create full-blown Voice User Interfaces for their applications. Within Amazon Connect, Amazon Polly speech is used to create self-service, cloud-based contact center services. On top of that, developers of mobile applications and Internet-of-Things (IoT) solutions can leverage Amazon Polly to add spoken output to their own systems."
What are the advantages of a cloud-based Text-to-Speech solution over an on-device one?,"On-device text-to-speech solutions require significant computing resources, notably CPU power, RAM, and disk space to be available on the device. This can result in higher development cost and higher power consumption on devices such as tablets, smartphones, etc. In contrast, text-to-speech conversion done in the cloud dramatically reduces local resource requirements. This makes it possible to support all of the available languages and voices at the highest possible quality. Moreover, speech corrections and enhancements are instantly available to all end-users and do not require additional updates for all devices. Cloud-based text-to-speech (TTS) is platform independent, so it minimizes development time and effort."
How do I get started with Amazon Polly?,Simply login to your AWS account and navigate to the Amazon Polly console (which is a part of the AWS Console). You can then use the console to type in any text and listen to generated speech or save it as an audio file.
In which regions is the service available?,"Please refer to the AWS Global Infrastructure Region Table?for all regions supporting Amazon Polly?s Standard voices.?Neural voices are supported in the following subset of these regions: Northern Virginia, Oregon, Sydney and Dublin"
Which programming languages are supported?,"Amazon Polly supports all the programming languages included in the AWS SDK (Java, Node.js, .NET, PHP, Python, Ruby, Go, and C++) and AWS Mobile SDK (iOS/Android). Amazon Polly also supports an HTTP API so you can implement your own access layer."
Which audio formats are supported?,"With Amazon Polly, you can stream audio to your users in near real time. You can also choose from various sampling rates to optimize bandwidth and audio quality for your application. Amazon Polly supports MP3, Vorbis, and raw PCM audio stream formats."
What languages are supported?,Please refer to??documentation for the complete list of languages supported by Amazon Polly.
